0,299
1,300
2,299
3,299
4,298
5,294
6,291
7,289
8,288
9,286
10,287
11,288
12,288
13,288
14,288
15,289
16,290
17,293
18,295
19,298
20,299
21,302
22,302
23,302
24,301
25,302
26,301
27,301
28,301
29,303
30,302
31,301
32,300
33,299
34,298
35,299
36,298
37,297
38,299
39,301
40,306
41,311
42,316
43,320
44,323
45,325
46,326
47,326
48,327
49,328
50,326
51,325
52,322
53,319
54,317
55,317
56,319
57,321
58,323
59,324
60,322
61,318
62,312
63,308
64,309
65,313
66,319
67,322
68,322
69,316
70,313
71,315
72,317
73,320
74,321
75,322
76,321
77,320
78,319
79,318
80,316
81,315
82,312
83,309
84,304
85,299
86,294
87,292
88,290
89,291
90,292
91,294
92,296
93,297
94,298
95,298
96,298
97,298
98,298
99,298
100,298
101,298
102,300
103,301
104,303
105,303
106,302
107,303
108,303
109,302
110,302
111,302
112,302
113,301
114,302
115,301
116,301
117,301
118,301
119,301
120,300
121,299
122,299
123,299
124,299
125,299
126,299
127,298
128,297
129,296
130,295
131,293
132,293
133,292
134,291
135,290
136,290
137,291
138,292
139,293
140,294
141,294
142,295
143,295
144,295
145,297
146,299
147,301
148,302
149,304
150,305
151,305
152,305
153,304
154,302
155,300
156,300
157,301
158,300
159,299
160,298
161,298
162,298
163,300
164,301
165,303
166,305
167,305
168,308
169,308
170,310
171,309
172,310
173,312
174,312
175,309
176,309
177,312
178,313
179,315
180,314
181,314
182,314
183,315
184,315
185,315
186,316
187,317
188,318
189,320
190,321
191,324
192,324
193,323
194,323
195,322
196,325
197,329
198,333
199,329
200,322
201,315
202,311
203,308
204,308
205,307
206,305
207,304
208,303
209,303
210,305
211,308
212,312
213,318
214,323
215,325
216,324
217,323
218,323
219,323
220,324
221,322
222,320
223,319
224,318
225,316
226,316
227,316
228,315
229,315
230,314
231,314
232,313
233,312
234,311
235,308
236,303
237,300
238,297
239,295
240,296
241,299
242,302
243,305
244,307
245,309
246,310
247,310
248,309
249,309
250,309
251,309
252,309
253,310
254,309
255,308
256,306
257,305
258,303
259,301
260,300
261,299
262,298
263,298
264,297
265,296
266,294
267,294
268,293
269,293
270,294
271,294
272,295
273,295
274,296
275,296
276,298
277,298
278,300
279,301
280,303
281,305
282,306
283,307
284,307
285,308
286,309
287,310
288,312
289,312
290,312
291,312
292,311
293,309
294,308
295,307
296,306
297,306
298,304
299,306
300,306
301,306
302,307
303,306
304,308
305,308
306,308
307,308
308,308
309,308
310,309
311,309
312,309
313,309
314,310
315,311
316,312
317,313
318,313
319,313
320,313
321,313
322,313
323,312
324,312
325,312
326,312
327,315
328,317
329,320
330,322
331,323
332,323
333,322
334,322
335,321
336,322
337,324
338,325
339,326
340,326
341,325
342,324
343,324
344,324
345,324
346,325
347,324
348,323
349,321
350,318
351,316
352,314
353,313
354,311
355,310
356,310
357,309
358,308
359,305
360,305
361,305
362,304
363,304
364,304
365,305
366,305
367,306
368,306
369,306
370,306
371,307
372,307
373,307
374,307
375,308
376,308
377,308
378,308
379,308
380,308
381,309
382,311
383,310
384,311
385,311
386,310
387,310
388,309
389,309
390,309
391,310
392,311
393,310
394,312
395,313
396,313
397,313
398,313
399,313
400,314
401,314
402,315
403,314
404,315
405,315
406,315
407,315
408,314
409,315
410,316
411,316
412,315
413,315
414,314
415,314
416,313
417,313
418,313
419,313
420,314
421,315
422,315
423,315
424,315
425,315
426,316
427,316
428,316
429,316
430,317
431,319
432,320
433,321
434,322
435,322
436,323
437,323
438,323
439,323
440,323
441,323
442,323
443,324
444,325
445,326
446,327
447,328
448,328
449,328
450,329
451,329
452,328
453,328
454,327
455,326
456,326
457,325
458,325
459,324
460,324
461,323
462,322
463,322
464,322
465,321
466,322
467,321
468,322
469,322
470,322
471,323
472,322
473,322
474,322
475,323
476,323
477,324
478,324
479,323
480,324
481,323
482,324
483,324
484,324
485,324
486,324
487,324
488,324
489,324
490,324
491,324
492,323
493,322
494,321
495,321
496,321
497,321
498,321
499,322
500,322
501,321
502,322
503,323
504,324
505,325
506,325
507,327
508,328
509,328
510,328
511,327
512,327
513,328
514,327
515,327
516,328
517,328
518,327
519,328
520,328
521,328
522,328
523,329
524,330
525,330
526,330
527,330
528,328
529,328
530,327
531,325
532,324
533,323
534,323
535,323
536,323
537,321
538,321
539,320
540,318
541,316
542,314
543,313
544,311
545,311
546,310
547,310
548,310
549,309
550,310
551,309
552,309
553,310
554,311
555,311
556,311
557,312
558,314
559,315
560,317
561,317
562,319
563,321
564,323
565,324
566,324
567,326
568,327
569,327
570,327
571,327
572,327
573,327
574,327
575,326
576,325
577,325
578,324
579,323
580,322
581,322
582,322
583,321
584,321
585,319
586,319
587,318
588,316
589,316
590,314
591,313
592,313
593,313
594,314
595,313
596,315
597,316
598,318
599,319























